	ensg	entrez_v99	gene_name_v99	ensg_v99
34073	ENSG00000214517	51400	PPME1	ENSG00000214517.10
34082	ENSG00000223417	399939	TRIM49D1	ENSG00000223417.8
34092	ENSG00000233802	729384	TRIM49D2	ENSG00000233802.8
34096	ENSG00000235268	390245	KDM4E	ENSG00000235268.2
34098	ENSG00000236304	107984360	AP001189.1	ENSG00000236304.1
34149	ENSG00000254550	4975	OMP	ENSG00000254550.1
34193	ENSG00000254837	100287896	AP001372.2	ENSG00000254837.2
34215	ENSG00000255009	642623	UBTFL1	ENSG00000255009.4
34267	ENSG00000255382	105369413	LINC02734	ENSG00000255382.2
34284	ENSG00000255502	105369454	LINC02713	ENSG00000255502.6
34313	ENSG00000257057	643037	C11orf97	ENSG00000257057.3
34314	ENSG00000259112	100532726	NDUFC2-KCTD14	ENSG00000259112.2
34316	ENSG00000261594	100507050	TPBGL	ENSG00000261594.4
34318	ENSG00000263465	10929	SRSF8	ENSG00000263465.4
34411	ENSG00000019144	23187	PHLDB1	ENSG00000019144.19
34412	ENSG00000023171	57476	GRAMD1B	ENSG00000023171.18
34413	ENSG00000023445	330	BIRC3	ENSG00000023445.15
34414	ENSG00000036672	9099	USP2	ENSG00000036672.16
34415	ENSG00000048028	57646	USP28	ENSG00000048028.11
34416	ENSG00000075239	38	ACAT1	ENSG00000075239.14
34417	ENSG00000076043	25996	REXO2	ENSG00000076043.10
34418	ENSG00000076053	10179	RBM7	ENSG00000076053.10
34419	ENSG00000076706	4162	MCAM	ENSG00000076706.17
34420	ENSG00000086827	9183	ZW10	ENSG00000086827.9
34421	ENSG00000086848	79796	ALG9	ENSG00000086848.15
34422	ENSG00000095110	120400	NXPE1	ENSG00000095110.8
34423	ENSG00000095139	372	ARCN1	ENSG00000095139.14
34424	ENSG00000109846	1410	CRYAB	ENSG00000109846.9
34425	ENSG00000109906	7704	ZBTB16	ENSG00000109906.14
34426	ENSG00000109917	8882	ZPR1	ENSG00000109917.11
34427	ENSG00000109927	7007	TECTA	ENSG00000109927.10
34428	ENSG00000109929	6309	SC5D	ENSG00000109929.10
34429	ENSG00000109943	56253	CRTAM	ENSG00000109943.9
34430	ENSG00000109944	79864	JHY	ENSG00000109944.11
34431	ENSG00000109971	3312	HSPA8	ENSG00000109971.14
34432	ENSG00000110243	116519	APOA5	ENSG00000110243.12
34433	ENSG00000110244	337	APOA4	ENSG00000110244.7
34434	ENSG00000110245	345	APOC3	ENSG00000110245.12
34435	ENSG00000110274	22897	CEP164	ENSG00000110274.16
34436	ENSG00000110318	57562	CEP126	ENSG00000110318.15
34437	ENSG00000110324	3587	IL10RA	ENSG00000110324.10
34438	ENSG00000110330	329	BIRC2	ENSG00000110330.8
34439	ENSG00000110344	9354	UBE4A	ENSG00000110344.9
34440	ENSG00000110367	1656	DDX6	ENSG00000110367.13
34441	ENSG00000110375	7379	UPK2	ENSG00000110375.3
34442	ENSG00000110395	867	CBL	ENSG00000110395.7
34443	ENSG00000110400	5818	NECTIN1	ENSG00000110400.11
34444	ENSG00000110660	54733	SLC35F2	ENSG00000110660.15
34445	ENSG00000110675	55531	ELMOD1	ENSG00000110675.13
34446	ENSG00000110723	23086	EXPH5	ENSG00000110723.12
34447	ENSG00000110777	5450	POU2AF1	ENSG00000110777.12
34448	ENSG00000118058	4297	KMT2A	ENSG00000118058.22
34449	ENSG00000118094	11181	TREH	ENSG00000118094.12
34450	ENSG00000118096	56912	IFT46	ENSG00000118096.8
34451	ENSG00000118113	4317	MMP8	ENSG00000118113.12
34452	ENSG00000118137	335	APOA1	ENSG00000118137.9
34453	ENSG00000118181	6230	RPS25	ENSG00000118181.11
34454	ENSG00000137634	54827	NXPE4	ENSG00000137634.10
34455	ENSG00000137642	6653	SORL1	ENSG00000137642.13
34456	ENSG00000137648	56649	TMPRSS4	ENSG00000137648.18
34457	ENSG00000137656	84811	BUD13	ENSG00000137656.12
34458	ENSG00000137673	4316	MMP7	ENSG00000137673.9
34459	ENSG00000137674	9313	MMP20	ENSG00000137674.4
34460	ENSG00000137675	64066	MMP27	ENSG00000137675.5
34461	ENSG00000137691	85016	CFAP300	ENSG00000137691.13
34462	ENSG00000137692	84259	DCUN1D5	ENSG00000137692.12
34463	ENSG00000137693	10413	YAP1	ENSG00000137693.14
34464	ENSG00000137699	23650	TRIM29	ENSG00000137699.17
34465	ENSG00000137700	2542	SLC37A4	ENSG00000137700.18
34466	ENSG00000137707	54766	BTG4	ENSG00000137707.13
34467	ENSG00000137709	25833	POU2F3	ENSG00000137709.10
34468	ENSG00000137710	5962	RDX	ENSG00000137710.16
34469	ENSG00000137713	5519	PPP2R1B	ENSG00000137713.16
34470	ENSG00000137714	2230	FDX1	ENSG00000137714.3
34471	ENSG00000137720	64776	C11orf1	ENSG00000137720.8
34472	ENSG00000137726	53826	FXYD6	ENSG00000137726.17
34473	ENSG00000137727	57569	ARHGAP20	ENSG00000137727.12
34474	ENSG00000137731	486	FXYD2	ENSG00000137731.14
34475	ENSG00000137745	4322	MMP13	ENSG00000137745.12
34476	ENSG00000137747	84000	TMPRSS13	ENSG00000137747.16
34477	ENSG00000137752	834	CASP1	ENSG00000137752.24
34478	ENSG00000137757	838	CASP5	ENSG00000137757.11
34479	ENSG00000137760	91801	ALKBH8	ENSG00000137760.14
34480	ENSG00000149289	85463	ZC3H12C	ENSG00000149289.11
34481	ENSG00000149292	54970	TTC12	ENSG00000149292.16
34482	ENSG00000149294	4684	NCAM1	ENSG00000149294.16
34483	ENSG00000149295	1813	DRD2	ENSG00000149295.14
34484	ENSG00000149300	91894	C11orf52	ENSG00000149300.10
34485	ENSG00000149305	9177	HTR3B	ENSG00000149305.7
34486	ENSG00000149308	4863	NPAT	ENSG00000149308.17
34487	ENSG00000149311	472	ATM	ENSG00000149311.18
34488	ENSG00000149313	60496	AASDHPPT	ENSG00000149313.11
34489	ENSG00000149403	2900	GRIK4	ENSG00000149403.12
34490	ENSG00000149428	10525	HYOU1	ENSG00000149428.19
34491	ENSG00000149573	10205	MPZL2	ENSG00000149573.9
34492	ENSG00000149575	6327	SCN2B	ENSG00000149575.6
34493	ENSG00000149577	51092	SIDT2	ENSG00000149577.16
34494	ENSG00000149582	84866	TMEM25	ENSG00000149582.16
34495	ENSG00000149591	6876	TAGLN	ENSG00000149591.17
34496	ENSG00000149968	4314	MMP3	ENSG00000149968.12
34497	ENSG00000150750	341032	C11orf53	ENSG00000150750.8
34498	ENSG00000150764	85458	DIXDC1	ENSG00000150764.14
34499	ENSG00000150768	1737	DLAT	ENSG00000150768.15
34500	ENSG00000150773	120379	PIH1D2	ENSG00000150773.10
34501	ENSG00000150776	55216	NKAPD1	ENSG00000150776.18
34502	ENSG00000150779	26521	TIMM8B	ENSG00000150779.12
34503	ENSG00000150782	3606	IL18	ENSG00000150782.12
34504	ENSG00000150783	56158	TEX12	ENSG00000150783.10
34505	ENSG00000150787	5805	PTS	ENSG00000150787.8
34506	ENSG00000152402	2977	GUCY1A2	ENSG00000152402.10
34507	ENSG00000152404	143884	CWF19L2	ENSG00000152404.15
34508	ENSG00000152558	114908	TMEM123	ENSG00000152558.15
34509	ENSG00000152578	2893	GRIA4	ENSG00000152578.13
34510	ENSG00000154096	7070	THY1	ENSG00000154096.13
34511	ENSG00000154114	219899	TBCEL	ENSG00000154114.12
34512	ENSG00000154127	84959	UBASH3B	ENSG00000154127.10
34513	ENSG00000160584	23387	SIK3	ENSG00000160584.16
34514	ENSG00000160588	196264	MPZL3	ENSG00000160588.10
34515	ENSG00000160593	120425	JAML	ENSG00000160593.19
34516	ENSG00000160613	9159	PCSK7	ENSG00000160613.13
34517	ENSG00000160654	917	CD3G	ENSG00000160654.10
34518	ENSG00000160683	643	CXCR5	ENSG00000160683.5
34519	ENSG00000160695	55823	VPS11	ENSG00000160695.14
34520	ENSG00000160703	79671	NLRX1	ENSG00000160703.16
34521	ENSG00000166250	79827	CLMP	ENSG00000166250.12
34522	ENSG00000166257	55800	SCN3B	ENSG00000166257.9
34523	ENSG00000166261	7753	ZNF202	ENSG00000166261.11
34524	ENSG00000166266	8065	CUL5	ENSG00000166266.14
34525	ENSG00000166323	160140	C11orf65	ENSG00000166323.13
34526	ENSG00000166670	4319	MMP10	ENSG00000166670.10
34527	ENSG00000166682	80975	TMPRSS5	ENSG00000166682.13
34528	ENSG00000166736	3359	HTR3A	ENSG00000166736.11
34529	ENSG00000166741	4837	NNMT	ENSG00000166741.7
34530	ENSG00000167257	257160	RNF214	ENSG00000167257.11
34531	ENSG00000167283	10632	ATP5MG	ENSG00000167283.8
34532	ENSG00000167286	915	CD3D	ENSG00000167286.9
34533	ENSG00000168092	5049	PAFAH1B2	ENSG00000168092.14
34534	ENSG00000170145	23235	SIK2	ENSG00000170145.5
34535	ENSG00000170209	255239	ANKK1	ENSG00000170209.5
34536	ENSG00000170276	3316	HSPB2	ENSG00000170276.6
34537	ENSG00000170290	6588	SLN	ENSG00000170290.4
34538	ENSG00000170903	84437	MSANTD4	ENSG00000170903.11
34539	ENSG00000170962	80310	PDGFD	ENSG00000170962.13
34540	ENSG00000170967	414301	DDI1	ENSG00000170967.5
34541	ENSG00000172269	1798	DPAGT1	ENSG00000172269.19
34542	ENSG00000172273	25988	HINFP	ENSG00000172273.13
34543	ENSG00000172350	64137	ABCG4	ENSG00000172350.10
34544	ENSG00000172367	79849	PDZD3	ENSG00000172367.16
34545	ENSG00000172375	9854	C2CD2L	ENSG00000172375.13
34546	ENSG00000172425	143941	TTC36	ENSG00000172425.11
34547	ENSG00000173456	79102	RNF26	ENSG00000173456.5
34548	ENSG00000176302	283150	FOXR1	ENSG00000176302.13
34551	ENSG00000177098	6330	SCN4B	ENSG00000177098.8
34552	ENSG00000177103	57453	DSCAML1	ENSG00000177103.15
34553	ENSG00000178105	1662	DDX10	ENSG00000178105.11
34554	ENSG00000178202	143888	POGLUT3	ENSG00000178202.13
34555	ENSG00000179331	54734	RAB39A	ENSG00000179331.3
34556	ENSG00000180425	54494	C11orf71	ENSG00000180425.11
34557	ENSG00000181264	219902	TLCD5	ENSG00000181264.8
34558	ENSG00000182359	143879	KBTBD3	ENSG00000182359.15
34559	ENSG00000182985	23705	CADM1	ENSG00000182985.17
34560	ENSG00000183644	399949	C11orf88	ENSG00000183644.13
34561	ENSG00000184232	220323	OAF	ENSG00000184232.9
34562	ENSG00000185742	399947	C11orf87	ENSG00000185742.7
34563	ENSG00000186166	338657	CCDC84	ENSG00000186166.9
34564	ENSG00000186174	283149	BCL9L	ENSG00000186174.12
34565	ENSG00000186318	23621	BACE1	ENSG00000186318.16
34566	ENSG00000187151	253935	ANGPTL5	ENSG00000187151.7
34567	ENSG00000187240	79659	DYNC2H1	ENSG00000187240.16
34568	ENSG00000188486	3014	H2AX	ENSG00000188486.3
34569	ENSG00000188771	349633	PLET1	ENSG00000188771.5
34570	ENSG00000188909	390259	BSX	ENSG00000188909.5
34571	ENSG00000196167	399948	COLCA1	ENSG00000196167.10
34572	ENSG00000196611	4312	MMP1	ENSG00000196611.5
34573	ENSG00000196655	51399	TRAPPC4	ENSG00000196655.12
34574	ENSG00000196914	23365	ARHGEF12	ENSG00000196914.9
34575	ENSG00000196954	837	CASP4	ENSG00000196954.14
34576	ENSG00000197580	83875	BCO2	ENSG00000197580.13
34577	ENSG00000198851	916	CD3E	ENSG00000198851.10
34592	ENSG00000204361	120406	NXPE2	ENSG00000204361.10
34593	ENSG00000204370	6392	SDHD	ENSG00000204370.12
34594	ENSG00000204381	143903	LAYN	ENSG00000204381.11
34595	ENSG00000204397	114769	CARD16	ENSG00000204397.8
34596	ENSG00000204403	100506742	CASP12	ENSG00000204403.9
34602	ENSG00000207562	407042	MIR34C	ENSG00000207562.3
34603	ENSG00000207811	407041	MIR34B	ENSG00000207811.3
34613	ENSG00000214290	120376	COLCA2	ENSG00000214290.8
34619	ENSG00000223953	114902	C1QTNF5	ENSG00000223953.6
34627	ENSG00000228607	644672	CLDN25	ENSG00000228607.2
34636	ENSG00000235718	83552	MFRP	ENSG00000235718.9
34670	ENSG00000248712	283152	CCDC153	ENSG00000248712.7
34754	ENSG00000255221	440068	CARD17	ENSG00000255221.3
34757	ENSG00000255245	100533181	FXYD6-FXYD2	ENSG00000255245.4
34775	ENSG00000255422	105369519	AP002954.1	ENSG00000255422.3
34784	ENSG00000255501	59082	CARD18	ENSG00000255501.3
34787	ENSG00000255561	91893	FDXACB1	ENSG00000255561.7
34801	ENSG00000256269	3145	HMBS	ENSG00000256269.10
34820	ENSG00000259571	414899	BLID	ENSG00000259571.2
34825	ENSG00000262406	4321	MMP12	ENSG00000262406.3
34892	ENSG00000287006	105369496	AP003100.3	ENSG00000287006.1
34909	ENSG00000002016	5893	RAD52	ENSG00000002016.18
34910	ENSG00000004478	2288	FKBP4	ENSG00000004478.8
34911	ENSG00000006831	79602	ADIPOR2	ENSG00000006831.10
34912	ENSG00000008323	55200	PLEKHG6	ENSG00000008323.15
34913	ENSG00000010219	8798	DYRK4	ENSG00000010219.13
34914	ENSG00000010278	928	CD9	ENSG00000010278.14
34915	ENSG00000010292	9918	NCAPD2	ENSG00000010292.13
34916	ENSG00000010295	25900	IFFO1	ENSG00000010295.19
34917	ENSG00000010379	6540	SLC6A13	ENSG00000010379.16
34918	ENSG00000010610	920	CD4	ENSG00000010610.10
34919	ENSG00000010626	10233	LRRC23	ENSG00000010626.15
34920	ENSG00000011105	10867	TSPAN9	ENSG00000011105.14
34921	ENSG00000019102	23584	VSIG2	ENSG00000019102.12
34922	ENSG00000043039	8538	BARX2	ENSG00000043039.7
34923	ENSG00000047617	57101	ANO2	ENSG00000047617.15
34924	ENSG00000047621	57102	C12orf4	ENSG00000047621.12
34925	ENSG00000053702	83714	NRIP2	ENSG00000053702.15
34926	ENSG00000060237	65125	WNK1	ENSG00000060237.17
34927	ENSG00000064199	53340	SPA17	ENSG00000064199.6
34928	ENSG00000064309	50937	CDON	ENSG00000064309.14
34929	ENSG00000067182	7132	TNFRSF1A	ENSG00000067182.8
34930	ENSG00000073614	5927	KDM5A	ENSG00000073614.13
34931	ENSG00000078237	57103	TIGAR	ENSG00000078237.7
34932	ENSG00000078246	7289	TULP3	ENSG00000078246.17
34933	ENSG00000080854	22997	IGSF9B	ENSG00000080854.15
34934	ENSG00000082805	23085	ERC1	ENSG00000082805.20
34935	ENSG00000084234	334	APLP2	ENSG00000084234.17
34936	ENSG00000089692	3902	LAG3	ENSG00000089692.9
34937	ENSG00000089693	8079	MLF2	ENSG00000089693.10
34938	ENSG00000109832	29118	DDX25	ENSG00000109832.14
34939	ENSG00000109956	27087	B3GAT1	ENSG00000109956.13
34940	ENSG00000110002	4013	VWA5A	ENSG00000110002.16
34941	ENSG00000110013	54414	SIAE	ENSG00000110013.13
34942	ENSG00000110060	83480	PUS3	ENSG00000110060.9
34943	ENSG00000110063	28960	DCPS	ENSG00000110063.10
34944	ENSG00000110074	55572	FOXRED1	ENSG00000110074.11
34945	ENSG00000110080	6484	ST3GAL4	ENSG00000110080.18
34946	ENSG00000110799	7450	VWF	ENSG00000110799.13
34947	ENSG00000110811	10536	P3H3	ENSG00000110811.20
34948	ENSG00000111181	6539	SLC6A12	ENSG00000111181.12
34949	ENSG00000111186	81029	WNT5B	ENSG00000111186.13
34950	ENSG00000111203	55846	ITFG2	ENSG00000111203.13
34951	ENSG00000111206	2305	FOXM1	ENSG00000111206.12
34952	ENSG00000111218	56341	PRMT8	ENSG00000111218.12
34953	ENSG00000111224	57097	PARP11	ENSG00000111224.14
34954	ENSG00000111241	2251	FGF6	ENSG00000111241.2
34955	ENSG00000111247	10635	RAD51AP1	ENSG00000111247.14
34956	ENSG00000111254	10566	AKAP3	ENSG00000111254.8
34957	ENSG00000111262	3736	KCNA1	ENSG00000111262.6
34958	ENSG00000111319	6337	SCNN1A	ENSG00000111319.13
34959	ENSG00000111321	4055	LTBR	ENSG00000111321.11
34960	ENSG00000111639	51258	MRPL51	ENSG00000111639.8
34961	ENSG00000111640	2597	GAPDH	ENSG00000111640.15
34962	ENSG00000111641	4839	NOP2	ENSG00000111641.11
34963	ENSG00000111642	1108	CHD4	ENSG00000111642.15
34964	ENSG00000111644	84519	ACRBP	ENSG00000111644.8
34965	ENSG00000111652	50813	COPS7A	ENSG00000111652.10
34966	ENSG00000111653	51147	ING4	ENSG00000111653.20
34967	ENSG00000111664	2784	GNB3	ENSG00000111664.10
34968	ENSG00000111665	83461	CDCA3	ENSG00000111665.11
34969	ENSG00000111667	8078	USP5	ENSG00000111667.13
34970	ENSG00000111669	7167	TPI1	ENSG00000111669.15
34971	ENSG00000111671	84727	SPSB2	ENSG00000111671.9
34972	ENSG00000111674	2026	ENO2	ENSG00000111674.9
34973	ENSG00000111676	1822	ATN1	ENSG00000111676.15
34974	ENSG00000111678	113246	C12orf57	ENSG00000111678.11
34975	ENSG00000111679	5777	PTPN6	ENSG00000111679.17
34976	ENSG00000111684	10162	LPCAT3	ENSG00000111684.11
34977	ENSG00000111701	339	APOBEC1	ENSG00000111701.7
34978	ENSG00000111704	79923	NANOG	ENSG00000111704.11
34979	ENSG00000118971	894	CCND2	ENSG00000118971.8
34980	ENSG00000118972	8074	FGF23	ENSG00000118972.3
34982	ENSG00000120451	399979	SNX19	ENSG00000120451.10
34983	ENSG00000120457	3762	KCNJ5	ENSG00000120457.12
34984	ENSG00000120458	79684	MSANTD2	ENSG00000120458.11
34985	ENSG00000120471	63970	TP53AIP1	ENSG00000120471.15
34986	ENSG00000120645	440073	IQSEC3	ENSG00000120645.12
34987	ENSG00000120647	84318	CCDC77	ENSG00000120647.10
34988	ENSG00000126746	171017	ZNF384	ENSG00000126746.17
34989	ENSG00000126749	10436	EMG1	ENSG00000126749.16
34990	ENSG00000130035	3742	GALNT8	ENSG00000130035.8
34991	ENSG00000130035	26290	GALNT8	ENSG00000130035.8
34992	ENSG00000130037	3741	KCNA5	ENSG00000130037.5
34993	ENSG00000130038	84766	CRACR2A	ENSG00000130038.10
34994	ENSG00000134909	9743	ARHGAP32	ENSG00000134909.18
34995	ENSG00000134910	3703	STT3A	ENSG00000134910.14
34996	ENSG00000134917	11095	ADAMTS8	ENSG00000134917.10
34997	ENSG00000134940	56	ACRV1	ENSG00000134940.14
34998	ENSG00000134954	2113	ETS1	ENSG00000134954.14
34999	ENSG00000134955	219855	SLC37A2	ENSG00000134955.11
35000	ENSG00000139044	283358	B4GALNT3	ENSG00000139044.12
35001	ENSG00000139178	51279	C1RL	ENSG00000139178.11
35002	ENSG00000139180	4704	NDUFA9	ENSG00000139180.11
35003	ENSG00000139182	9746	CLSTN3	ENSG00000139182.15
35004	ENSG00000139190	6843	VAMP1	ENSG00000139190.16
35005	ENSG00000139192	55080	TAPBPL	ENSG00000139192.12
35006	ENSG00000139193	939	CD27	ENSG00000139193.3
35007	ENSG00000139194	83758	RBP5	ENSG00000139194.8
35008	ENSG00000139197	5830	PEX5	ENSG00000139197.10
35009	ENSG00000139200	196500	PIANP	ENSG00000139200.13
35010	ENSG00000149328	89944	GLB1L2	ENSG00000149328.15
35011	ENSG00000149418	6768	ST14	ENSG00000149418.11
35012	ENSG00000149547	9538	EI24	ENSG00000149547.15
35013	ENSG00000149548	80071	CCDC15	ENSG00000149548.15
35014	ENSG00000149554	1111	CHEK1	ENSG00000149554.13
35015	ENSG00000149557	9638	FEZ1	ENSG00000149557.14
35016	ENSG00000149564	90952	ESAM	ENSG00000149564.12
35017	ENSG00000149571	84623	KIRREL3	ENSG00000149571.12
35018	ENSG00000150433	219854	TMEM218	ENSG00000150433.9
35019	ENSG00000150455	114609	TIRAP	ENSG00000150455.13
35020	ENSG00000151062	93589	CACNA2D4	ENSG00000151062.15
35021	ENSG00000151065	196513	DCP1B	ENSG00000151065.14
35022	ENSG00000151067	775	CACNA1C	ENSG00000151067.22
35024	ENSG00000151498	27034	ACAD8	ENSG00000151498.11
35025	ENSG00000151500	29087	THYN1	ENSG00000151500.15
35026	ENSG00000151502	112936	VPS26B	ENSG00000151502.11
35027	ENSG00000151503	23310	NCAPD3	ENSG00000151503.12
35028	ENSG00000151702	2313	FLI1	ENSG00000151702.17
35029	ENSG00000151704	3758	KCNJ1	ENSG00000151704.15
35030	ENSG00000151715	120224	TMEM45B	ENSG00000151715.8
35031	ENSG00000154133	54538	ROBO4	ENSG00000154133.15
35032	ENSG00000154134	64221	ROBO3	ENSG00000154134.15
35033	ENSG00000154143	116337	PANX3	ENSG00000154143.3
35034	ENSG00000154144	84897	TBRG1	ENSG00000154144.13
35035	ENSG00000154146	4900	NRGN	ENSG00000154146.13
35036	ENSG00000159335	5763	PTMS	ENSG00000159335.16
35037	ENSG00000159403	715	C1R	ENSG00000159403.18
35038	ENSG00000165478	220296	HEPACAM	ENSG00000165478.7
35039	ENSG00000165495	63876	PKNOX2	ENSG00000165495.16
35040	ENSG00000165526	84881	RPUSD4	ENSG00000165526.9
35041	ENSG00000166086	83700	JAM3	ENSG00000166086.13
35042	ENSG00000166105	112937	GLB1L3	ENSG00000166105.16
35043	ENSG00000166106	170689	ADAMTS15	ENSG00000166106.3
35044	ENSG00000166118	219938	SPATA19	ENSG00000166118.8
35045	ENSG00000166159	654429	LRTM2	ENSG00000166159.11
35046	ENSG00000170322	4798	NFRKB	ENSG00000170322.14
35047	ENSG00000170325	56980	PRDM10	ENSG00000170325.14
35048	ENSG00000170953	219858	OR8B12	ENSG00000170953.3
35049	ENSG00000171014	219875	OR4D5	ENSG00000171014.2
35050	ENSG00000171053	160065	PATE1	ENSG00000171053.10
35051	ENSG00000171792	83695	RHNO1	ENSG00000171792.11
35052	ENSG00000171823	144699	FBXL14	ENSG00000171823.7
35053	ENSG00000171840	4815	NINJ2	ENSG00000171840.12
35054	ENSG00000173262	144195	SLC2A14	ENSG00000173262.11
35055	ENSG00000174370	219833	C11orf45	ENSG00000174370.10
35059	ENSG00000177575	9332	CD163	ENSG00000177575.12
35060	ENSG00000177675	283316	CD163L1	ENSG00000177675.8
35061	ENSG00000181214	26492	OR8G2P	ENSG00000181214.7
35062	ENSG00000181499	219874	OR6T1	ENSG00000181499.2
35063	ENSG00000181518	338662	OR8D4	ENSG00000181518.4
35064	ENSG00000182326	716	C1S	ENSG00000182326.15
35065	ENSG00000182634	390265	OR10G7	ENSG00000182634.8
35066	ENSG00000182667	50863	NTM	ENSG00000182667.14
35067	ENSG00000182934	6734	SRPRA	ENSG00000182934.12
35068	ENSG00000183715	4978	OPCML	ENSG00000183715.13
35069	ENSG00000184344	9573	GDF3	ENSG00000184344.4
35070	ENSG00000184574	57121	LPAR5	ENSG00000184574.10
35071	ENSG00000185652	4908	NTF3	ENSG00000185652.12
35073	ENSG00000187569	359787	DPPA3	ENSG00000187569.3
35075	ENSG00000196099	390261	OR6M1	ENSG00000196099.4
35076	ENSG00000196119	390275	OR8A1	ENSG00000196119.8
35077	ENSG00000196248	219873	OR10S1	ENSG00000196248.5
35078	ENSG00000196323	29068	ZBTB44	ENSG00000196323.14
35079	ENSG00000196341	283159	OR8D1	ENSG00000196341.3
35081	ENSG00000196844	399967	PATE2	ENSG00000196844.9
35082	ENSG00000197125	26493	OR8B8	ENSG00000197125.3
35083	ENSG00000197309	26497	OR10D3	ENSG00000197309.3
35084	ENSG00000197798	79607	FAM118B	ENSG00000197798.9
35085	ENSG00000197849	26494	OR8G1	ENSG00000197849.6
35086	ENSG00000197905	7004	TEAD4	ENSG00000197905.9
35087	ENSG00000198178	170482	CLEC4C	ENSG00000198178.10
35088	ENSG00000198331	219844	HYLS1	ENSG00000198331.10
35089	ENSG00000198674	79490	OR10G6	ENSG00000198674.3
35101	ENSG00000204300	338661	TMEM225	ENSG00000204300.7
35102	ENSG00000205857	360030	NANOGNB	ENSG00000205857.2
35106	ENSG00000207713	406985	MIR200C	ENSG00000207713.3
35113	ENSG00000215009	341392	ACSM4	ENSG00000215009.5
35114	ENSG00000215021	11331	PHB2	ENSG00000215021.9
35119	ENSG00000221931	390260	OR6X1	ENSG00000221931.2
35120	ENSG00000221932	641654	HEPN1	ENSG00000221932.6
35140	ENSG00000234560	219869	OR10G8	ENSG00000234560.4
35144	ENSG00000236027	100169851	PATE3	ENSG00000236027.3
35148	ENSG00000236981	219870	OR10G9	ENSG00000236981.1
35149	ENSG00000237353	399968	PATE4	ENSG00000237353.7
35184	ENSG00000250510	27239	GPR162	ENSG00000250510.8
35209	ENSG00000254737	390264	OR10G4	ENSG00000254737.2
35241	ENSG00000255298	219865	OR8G5	ENSG00000255298.3
35308	ENSG00000256862	105369609	AC005842.1	ENSG00000256862.3
35343	ENSG00000274659	107984539	LINC02371	ENSG00000274659.2
35359	ENSG00000279116	283160	OR8D2	ENSG00000279116.2
35365	ENSG00000280090	283162	OR8B4	ENSG00000280090.2
35371	ENSG00000283297	101929469	TEX52	ENSG00000283297.2
35374	ENSG00000283703	338667	VSIG10L2	ENSG00000283703.2
35380	ENSG00000284609	390271	OR8B3	ENSG00000284609.1
35381	ENSG00000284680	26595	OR8B2	ENSG00000284680.1
35408	ENSG00000003056	4074	M6PR	ENSG00000003056.8
